Year,PC Name,PC No,Type,State,Winning Candidate,Party,Electors,Votes,Margin
2019,Janjgir-Champa,3,SC,Chhattisgarh,Guharam Ajgalley,Bharatiya Janta Party,1850601,1247650,83255
2019,Jaunpur,73,GEN,Uttar Pradesh,Shyam Singh Yadav,Bahujan Samaj Party,1759456,1040652,80936
2019,Jhalawar-Baran,25,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,1863755,1369868,453928
2019,Jhanjharpur,7,GEN,Bihar,Ramprit Mandal,Janata Dal (United),1835089,1060562,322951
2019,Jhansi,46,GEN,Uttar Pradesh,Anurag Sharma,Bharatiya Janta Party,2385972,1380890,365683
2019,Jhargram,33,ST,West Bengal,Kunar Hembram,Bharatiya Janta Party,1522363,1406214,11767
2019,Jhunjhunu,4,GEN,Rajasthan,Narendra Kumar,Bharatiya Janta Party,1869883,1198927,302547
2019,Jodhpur,16,GEN,Rajasthan,Gajendra Singh Shekhawat,Bharatiya Janta Party,1888942,1346243,274440
2019,Jorhat,12,GEN,Assam,Topon Kumar Gogoi,Bharatiya Janta Party,1319952,1057965,82653
2019,Joynagar,19,SC,West Bengal,Pratima Mondal,All India Trinamool Congress,1805964,1356102,316775
2019,Junagadh,13,GEN,Gujarat,Chudasama Rajeshbhai Naranbhai,Bharatiya Janta Party,1576209,1005224,150185
2019,Kachchh,1,SC,Gujarat,Chavda Vinod Lakhamshi,Bharatiya Janta Party,1949895,1023198,305513
2019,Kadapa,21,,Andhra Pradesh,Y.S.Avinash Reddy,Yuvajana Sramika Rythu Congress Party,1325963,1228242,380726
2019,Kairana,2,GEN,Uttar Pradesh,Pradeep Kumar,Bharatiya Janta Party,1599120,1124047,92160
2019,Kaiserganj,57,GEN,Uttar Pradesh,Brijbhusan Sharan Singh,Bharatiya Janta Party,1779143,981400,261601
2019,Kakinada,6,,Andhra Pradesh,Vanga Geethaviswanath,Yuvajana Sramika Rythu Congress Party,1412538,1234655,25738
2019,Kalahandi,11,GEN,Orissa,Basanta Kumar Panda,Bharatiya Janta Party,1563160,1228292,26814
2019,Kaliabor,11,GEN,Assam,Gaurav Gogoi,Indian National Congress,1663513,1424687,209994
2019,Kallakurichi,14,GEN,Tamil Nadu,Gautham Sigamani Pon,Dravida Munetra Kazhagam,1490339,1204375,399919
2019,Kalyan,24,GEN,Maharashtra,Dr. Shrikant Eknath Shinde,Shiv Sena,1861577,890313,344343
2019,Kancheepuram,6,SC,Tamil Nadu,Selvam.G,Dravida Munetra Kazhagam,1601060,1237612,286632
2019,Kandhamal,13,GEN,Orissa,Achyutananda Samanta,Biju Janata Dal,1235291,941985,149216
2019,Kangra,1,GEN,Himachal Pradesh,Kishan Kapoor,Bharatiya Janta Party,1258601,1006989,477623
2019,Kanker,11,ST,Chhattisgarh,Mohan Mandavi,Bharatiya Janta Party,1531469,1159193,6914
2019,Kannauj,42,GEN,Uttar Pradesh,Subrat Pathak,Bharatiya Janta Party,1827515,1140496,12353
2019,Kanniyakumari,39,GEN,Tamil Nadu,Vasanthakumar. H,Indian National Congress,1477243,1048377,259933
2019,Kannur,2,GEN,Kerala,K. Sudhakaran,Indian National Congress,1201236,1053842,94559
2019,Kanpur,43,GEN,Uttar Pradesh,Satyadev Pachauri,Bharatiya Janta Party,1936426,842994,155934
2019,Kanthi,31,GEN,West Bengal,Adhikari Sisir,All India Trinamool Congress,1793513,1424247,111668
2019,Karakat,35,GEN,Bihar,Mahabali Singh,Janata Dal (United),1759358,868798,84542
2019,Karauli-Dholpu,10,SC,Rajasthan,Manoj Rajoria,Bharatiya Janta Party,1782015,998044,97682
2019,Karimnagar,3,GEN,Telangana,Bandi Sanjay Kumar,Bharatiya Janta Party,1544460,1147697,89508
2019,Karnal,5,GEN,Haryana,Sanjay Bhatia,Bharatiya Janta Party,1821231,1300722,656142
2019,Karur,23,GEN,Tamil Nadu,Jothimani S,Indian National Congress,1365804,1103165,420546
2019,Kasaragod,1,GEN,Kerala,Rajmohan Unnithan,Indian National Congress,1305827,1100051,40438
2019,Katihar,11,GEN,Bihar,Dulal Chandra Goswami,Janata Dal (United),1645713,1117734,57203
2019,Kaushambi,50,SC,Uttar Pradesh,Vinod Kumar Sonkar,Bharatiya Janta Party,1743036,974438,38722
2019,Kendrapara,15,GEN,Orissa,Anubhav Mohanty,Biju Janata Dal,1658168,1236466,152584
2019,Keonjhar,4,ST,Orissa,Chandrani Murmu,Biju Janata Dal,1449996,1176292,66203
2019,Khadoor Sahib,3,GEN,Punjab,Jasbir Singh Gill (DIMPA),Indian National Congress,1599081,1046032,140573
2019,Khagaria,25,GEN,Bihar,Choudhary Mehboob Ali Kaiser,Lok Jan Shakti Party,1653928,966813,248570
2019,Khajuraho,8,GEN,Madhya Pradesh,V.D. Sharma (VISHNU DATT SHARMA),Bharatiya Janta Party,1801044,1257783,492382
2019,Khammam,17,GEN,Telangana,Nama Nageswr Rao,Telangana Rashtra Samithi,1441181,1139831,168062
2019,Khandwa,28,GEN,Madhya Pradesh,Nandkumar Singh Chouhan (NANDU BHAIYA),Bharatiya Janta Party,1849606,1468138,273343
2019,Khargone,27,ST,Madhya Pradesh,Gajendra Umrao Singh Patel,Bharatiya Janta Party,1783776,1427607,202510
2019,Kheda,17,GEN,Gujarat,Chauhan Devusinh,Bharatiya Janta Party,1697520,1098633,367145
2019,Kheri,28,GEN,Uttar Pradesh,Ajay Kumar,Bharatiya Janta Party,1729085,1136660,218807
2019,Khunti,11,ST,Jharkhand,Arjun Munda,Bharatiya Janta Party,1165658,832377,1445
2019,Kishanganj,10,GEN,Bihar,Dr. Mohammad Jawed,Indian National Congress,1652940,1101603,34466
2019,Kodarma,5,GEN,Jharkhand,Annpurna Devi,Bharatiya Janta Party,1765156,1209541,455600
2019,Kokrajhar,5,ST,Assam,Naba Kumar Sarania,Independent,1510051,1479485,37786
2019,Kolar,28,SC,Karnataka,S. Muniswamy,Bharatiya Janta Party,1608229,1258551,210021
2019,Kolhapur,47,GEN,Maharashtra,Sanjay Sadashivrao Mandlik,Shiv Sena,1805949,1330852,270568
2019,Kolkata Dakshi,23,GEN,West Bengal,Mala Roy,All India Trinamool Congress,1904710,1206645,155192
2019,Kolkata Uttar,24,GEN,West Bengal,Bandyopadhyay Sudip,All India Trinamool Congress,1618835,950613,127095
2019,Kollam,18,GEN,Kerala,N.K.Premachandran,Revolutionary Socialist Party,1242521,968123,148856
2019,Koppal,8,GEN,Karnataka,Karadi Sanganna Amarappa,Bharatiya Janta Party,1706900,1190347,38397
2019,Koraput,21,ST,Orissa,Saptagiri Sankar Ulaka,Indian National Congress,1385228,1080161,3613
2019,Korba,4,GEN,Chhattisgarh,Jyotsna Charandas Mahant,Indian National Congress,1340544,1137003,26349
2019,Kota,24,GEN,Rajasthan,Om Birla,Bharatiya Janta Party,1900514,1367034,279677
2019,Kottayam,14,GEN,Kerala,Thomas Chazhikadan,Kerala Congress(M),1168104,910339,106259
2019,Kozhikode,5,GEN,Kerala,M.K.Raghavan,Indian National Congress,1245068,1076193,85225
2019,Krishnagiri,9,GEN,Tamil Nadu,Dr.A.Chellakumar,Indian National Congress,1482269,1161369,156765
2019,Krishnanagar,12,GEN,West Bengal,Mahua Moitra,All India Trinamool Congress,1774833,1366443,63218
2019,Kurnool,18,,Andhra Pradesh,Ayushman Doctor Sanjeev Kumar,Yuvajana Sramika Rythu Congress Party,1354509,1183035,148903
2019,Kurukshetra,2,GEN,Haryana,Nayab Singh,Bharatiya Janta Party,1579115,1230202,384591
2019,Kushi Nagar,65,GEN,Uttar Pradesh,Vijay Kumar Dubey,Bharatiya Janta Party,1734356,1053117,337560
2019,Ladakh,4,,Jammu & Kashmir,Jamyang Tsering Namgyal,Bharatiya Janta Party,166763,126426,10930
2019,Lakhimpur,14,GEN,Assam,Pradan Baruah,Bharatiya Janta Party,1621466,1283589,350551
2019,Lakshadweep,1,,Lakshadweep,Mohammed Faizal Pp,Nationalist Congress Party,49922,47009,823
2019,Lalganj,68,SC,Uttar Pradesh,Sangeeta Azad,Bahujan Samaj Party,1733044,960568,161597
2019,Latur,41,SC,Maharashtra,Sudhakar Tukaram Shrangare,Bharatiya Janta Party,1802702,1176542,289111
2019,Lohardaga,12,ST,Jharkhand,Sudarshan Bhagat,Bharatiya Janta Party,1187646,817550,10363
2019,Lucknow,35,GEN,Uttar Pradesh,Rajnath Singh,Bharatiya Janta Party,1939448,1116445,347302
2019,Ludhiana,7,GEN,Punjab,Ravneet Singh Bittu,Indian National Congress,1641976,1046955,76372
2019,Machhlishahr,74,SC,Uttar Pradesh,Bholanath (B.P. Saroj),Bharatiya Janta Party,1777073,1034925,181
2019,Machilipatnam,11,,Andhra Pradesh,Balashowry Vallabhaneni,Yuvajana Sramika Rythu Congress Party,1296361,1244570,60238
2019,Madha,43,GEN,Maharashtra,Ranjeetsinha Hindurao Naik- Nimbalkar,Bharatiya Janta Party,1825200,1216319,85764
2019,Madhepura,13,GEN,Bihar,Dinesh Chandra Yadav,Janata Dal (United),1874003,1147274,301527
2019,Madhubani,6,GEN,Bihar,Ashok Kumar Yadav,Bharatiya Janta Party,1780846,963708,454940
2019,Madurai,32,GEN,Tamil Nadu,Venkatesan S,Communist Party Of India (Marxist),1521452,1016026,139395
2019,Mahabubabad,16,ST,Telangana,Kavitha Malothu,Telangana Rashtra Samithi,1336286,983535,146663
2019,Maharajganj,63,GEN,Uttar Pradesh,Pankaj Choudhary,Bharatiya Janta Party,1866715,1226916,340424
2019,Maharajganj,19,GEN,Bihar,"Janardan Singh 'sigriwal""",Bharatiya Janta Party,1793406,972703,230772
2019,Mahasamund,9,GEN,Chhattisgarh,Chunni Lal Sahu,Bharatiya Janta Party,1613418,1222335,90511
2019,Mahbubnagar,11,GEN,Telangana,Manne Srinivas Reddy,Telangana Rashtra Samithi,1417629,984634,77829
2019,Mahesana,4,GEN,Gujarat,Shardaben Anilbhai Patel,Bharatiya Janta Party,1607923,1081938,281519
2019,Mainpuri,21,GEN,Uttar Pradesh,Mulayam Singh Yadav,Samajwadi Party,1681508,976518,94389
2019,Malappuram,6,GEN,Kerala,P.K. Kunhalikutty,Indian Union Muslim League,1306617,1034618,260153
2019,Maldaha Dakshi,8,GEN,West Bengal,Abu Hasem Khan Chowdhury (DALU),Indian National Congress,1461017,1279202,8222
2019,Maldaha Uttar,7,GEN,West Bengal,Khagen Murmu,Bharatiya Janta Party,1569035,1354706,84288
2019,Malkajgiri,7,GEN,Telangana,Anumula Revanth Reddy,Indian National Congress,2958564,1563063,10919
2019,Mandi,2,GEN,Himachal Pradesh,Ram Swaroop Sharma,Bharatiya Janta Party,1150408,941371,405459
2019,Mandla,14,ST,Madhya Pradesh,Faggan Singh Kulaste,Bharatiya Janta Party,1901547,1517255,97674
2019,Mandsour,23,GEN,Madhya Pradesh,Sudheer Gupta,Bharatiya Janta Party,1714857,1370667,376734
2019,Mandya,20,GEN,Karnataka,Sumalatha Ambareesh,Independent,1684216,1379210,125876
2019,Mangaldoi,8,GEN,Assam,Dilip Saikia,Bharatiya Janta Party,1723812,1506107,138545
2019,Mathura,17,GEN,Uttar Pradesh,Hema Malini,Bharatiya Janta Party,1748275,1102731,293471
2019,Mathurapur,20,SC,West Bengal,Choudhury Mohan Jatua,All India Trinamool Congress,1810407,1401953,203974
2019,Maval,33,GEN,Maharashtra,Shrirang Appa Chandu Barne,Shiv Sena,2175681,1368872,215913
2019,Mavelikkara,16,SC,Kerala,Kodikunnil Suresh,Indian National Congress,1264914,971035,61138
2019,Mayiladuthurai,28,GEN,Tamil Nadu,Ramalingam. S,Dravida Munetra Kazhagam,1466813,1097243,261314
2019,Mayurbhanj,5,ST,Orissa,Bishweswar Tudu,Bharatiya Janta Party,1437970,1150357,25256
2019,Medak,6,GEN,Telangana,Kotha Prabhakar Reddy,Telangana Rashtra Samithi,1514728,1150223,316427
2019,Medinipur,34,GEN,West Bengal,Dilip Ghosh,Bharatiya Janta Party,1815330,1409815,88952
2019,Meerut,10,GEN,Uttar Pradesh,Rajendra Agarwal,Bharatiya Janta Party,1817780,1216413,4729
2019,Mirzapur,79,GEN,Uttar Pradesh,Anupriya Singh Patel,Apna Dal (Soneylal),1805890,1108965,232008
2019,Misrikh,32,SC,Uttar Pradesh,Ashok Kumar Rawat,Bharatiya Janta Party,1762049,1026668,100672
2019,Mizoram,1,ST,Mizoram,C Lalrosanga,Mizo National Front,725057,499621,8140
2019,Mohanlalganj,34,SC,Uttar Pradesh,Kaushal Kishore,Bharatiya Janta Party,1915170,1269040,90229
2019,Moradabad,6,GEN,Uttar Pradesh,Dr. S.T. Hasan,Samajwadi Party,1886615,1282206,97878
2019,Morena,1,GEN,Madhya Pradesh,Narendra Singh Tomar,Bharatiya Janta Party,1739025,1137290,113341
2019,Mumbai North,26,GEN,Maharashtra,Gopal Shetty,Bharatiya Janta Party,1563706,989759,465247
2019,Mumbai North Central,29,GEN,Maharashtra,Poonam Mahajan,Bharatiya Janta Party,1610246,901784,130005
2019,Mumbai North East,28,GEN,Maharashtra,Manoj Kotak,Bharatiya Janta Party,1527514,908993,226486
2019,Mumbai North West,27,GEN,Maharashtra,Gajanan Kirtikar,Shiv Sena,1908991,941497,260328
2019,Mumbai South,31,GEN,Maharashtra,Arvind Ganpat Sawant,Shiv Sena,1537955,801611,100067
2019,Mumbai South Central,30,GEN,Maharashtra,Rahul Ramesh Shewale,Shiv Sena,1388390,797250,152139
2019,Munger,28,GEN,Bihar,Rajiv Ranjan Singh Alias Lalan Singh,Janata Dal (United),1870993,1036268,167937
2019,Murshidabad,11,GEN,West Bengal,Abu Taher Khan,All India Trinamool Congress,1824697,1453755,226417
2019,Muzaffarnagar,3,GEN,Uttar Pradesh,Sanjeev Kumar Balyan,Bharatiya Janta Party,1647368,1160071,6526
2019,Muzaffarpur,15,GEN,Bihar,Ajay Nishad,Bharatiya Janta Party,1710868,1058086,409988
2019,Mysore,21,GEN,Karnataka,Prathap Simha,Bharatiya Janta Party,1873063,1318041,138647
2019,Nabarangpur,12,ST,Orissa,Ramesh Chandra Majhi,Biju Janata Dal,1401704,1159700,41634
2019,Nagaland,1,ST,Nagaland,Tokheho Yepthomi,Nationalist Democratic Progressive Party,1190285,1006357,16344
2019,Nagapattinam,29,SC,Tamil Nadu,Selvaraj M,Communist Party Of India,1292695,1002208,211353
2019,Nagarkurnool,12,SC,Telangana,Pothuganti Ramulu,Telangana Rashtra Samithi,1501178,989847,189748
2019,Nagaur,14,GEN,Rajasthan,Hanuman Beniwal,Rashtriya Loktantrik Party,1741967,1203124,181260
2019,Nagina,5,SC,Uttar Pradesh,Girish Chandra,Bahujan Samaj Party,1538579,1009456,166832
2019,Nagpur,10,GEN,Maharashtra,Nitin Jairam Gadkari,Bharatiya Janta Party,2060047,1186051,216009
2019,Nainital-Udham,4,GEN,Uttarakhand,Ajay Bhatt,Bharatiya Janta Party,1754749,1258570,339096
2019,Nalanda,29,GEN,Bihar,Kaushlendra Kumar,Janata Dal (United),1809760,1031286,256137
2019,Nalgonda,13,GEN,Telangana,Uttam Kumar Reddy Nalamada,Indian National Congress,1501209,1175703,25682
2019,Namakkal,16,GEN,Tamil Nadu,Chinraj A.K.P,Dravida Munetra Kazhagam,1383282,1133774,265151
2019,Nanded,16,GEN,Maharashtra,Prataprao Patil Chikhalikar,Bharatiya Janta Party,1632971,1129350,40148
2019,Nandurbar,1,ST,Maharashtra,Dr. Heena Vijaykumar Gavit,Bharatiya Janta Party,1796321,1281738,95629
2019,Nandyal,17,,Andhra Pradesh,Pocha . Brahmananda Reddy,Yuvajana Sramika Rythu Congress Party,1402585,1299093,250119
2019,Narasaraopet,14,,Andhra Pradesh,Lavu Sri Krishna Devarayalu,Yuvajana Sramika Rythu Congress Party,1545916,1437420,154002
2019,Narsapuram,9,,Andhra Pradesh,Kanumuru Raghu Rama Krishna Raju,Yuvajana Sramika Rythu Congress Party,1294966,1177738,32676
2019,Nashik,21,GEN,Maharashtra,Godse Hemant Tukaram,Shiv Sena,1764151,1121232,292204
2019,Navsari,25,GEN,Gujarat,C. R. Patil,Bharatiya Janta Party,1904607,1308018,689668
2019,Nawada,39,GEN,Bihar,Chandan Singh,Lok Jan Shakti Party,1892017,942462,148072
2019,Nellore,22,,Andhra Pradesh,Adala Prabhakara Reddy,Yuvajana Sramika Rythu Congress Party,1460959,1287036,148571
2019,New Delhi,4,GEN,Delhi,Durga Prasad Pande,Bharatiya Janta Party,1490147,920541,256504
2019,Nilgiris,19,SC,Tamil Nadu,"Raja, A.",Dravida Munetra Kazhagam,1336480,1010719,205823
2019,Nizamabad,4,GEN,Telangana,Arvind Dharmapuri,Bharatiya Janta Party,1445388,1062768,70875
2019,North East Delhi,2,GEN,Delhi,"Goswami, Sukadev",Bharatiya Janta Party,1957707,1461475,366102
2019,North Goa,1,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,545009,428628,80247
2019,North West Delhi,5,SC,Delhi,Ram Raksha Upadhya,Bharatiya Janta Party,2194425,1402962,553897
2019,Nowgong,10,GEN,Assam,Pradyut Bordoloi,Indian National Congress,1736245,1493475,16752
2019,Ongole,16,,Andhra Pradesh,Magunta Sreenivasulu Reddy,Yuvajana Sramika Rythu Congress Party,1410224,1342368,214851
2019,Osmanabad,40,GEN,Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Shiv Sena,1783129,1204730,127566
2019,Outer Manipur,2,ST,Manipur,Lorho S. Pfoze,Naga Peoples Front,918966,858029,73782
2019,Palakkad,8,GEN,Kerala,V K Sreekandan,Indian National Congress,1274734,1028249,11637
2019,Palamau,13,SC,Jharkhand,Vishnu Dayal Ram,Bharatiya Janta Party,1800197,1209747,477606
2019,Palghar,22,ST,Maharashtra,Rajendra Dhedya Gavit,Shiv Sena,1727531,1201941,88883
2019,Pali,15,GEN,Rajasthan,P. P. Chaudhary,Bharatiya Janta Party,2105101,1359799,481597
2019,Panchmahal,18,GEN,Gujarat,Ratansinh Magansinh Rathod,Bharatiya Janta Party,1696054,1083676,428541
2019,Parbhani,17,GEN,Maharashtra,Jadhav Sanjay (BANDU) HARIBHAU,Shiv Sena,1902298,1252782,42199
2019,Paschim Champaran,2,GEN,Bihar,Dr. Sanjay Jaiswal,Bharatiya Janta Party,1606271,1012936,293906
2019,Pataliputra,31,GEN,Bihar,Ram Kripal Yadav,Bharatiya Janta Party,1909112,1077749,39321
2019,Patan,3,GEN,Gujarat,Dabhi Bharatsinhji Shankarji,Bharatiya Janta Party,1689822,1126256,193879
2019,Pathanamthitta,17,GEN,Kerala,Anto Antony,Indian National Congress,1332683,1026553,44243
2019,Patiala,13,GEN,Punjab,Preneet Kaur,Indian National Congress,1691510,1177903,162718
2019,Patna Sahib,30,GEN,Bihar,Ravi Shankar Prasad,Bharatiya Janta Party,2136800,982285,284657
2019,Peddapalle,2,SC,Telangana,Venkatesh Netha Borlakunta,Telangana Rashtra Samithi,1368475,970051,95180
2019,Perambalur,25,GEN,Tamil Nadu,"Dr.Paarivendhar, T. R",Dravida Munetra Kazhagam,1376502,1102767,403518
2019,Phulpur,51,GEN,Uttar Pradesh,Keshari Devi Patel,Bharatiya Janta Party,1950247,978236,171968
2019,Pilibhit,26,GEN,Uttar Pradesh,Feroze Varun Gandhi,Bharatiya Janta Party,1730628,1186589,255627
2019,Pollachi,21,GEN,Tamil Nadu,Shanmuga Sundaram. K,Dravida Munetra Kazhagam,1716498,1081875,175883
2019,Ponnani,7,GEN,Kerala,E. T. Mohammed Basheer,Indian Union Muslim League,1265341,1017265,193273
2019,Porbandar,11,GEN,Gujarat,Rameshbhai Lavjibhai Dhaduk,Bharatiya Janta Party,1626015,949947,229823
2019,Pratapgarh,39,GEN,Uttar Pradesh,Sangam Lal Gupta,Bharatiya Janta Party,1670655,914665,117752
2019,Puducherry,1,GEN,Pondicherry,Ve. Vaithilingam,Indian National Congress,969845,790760,197025
2019,Pune,34,GEN,Maharashtra,Girish Bhalchandra Bapat,Bharatiya Janta Party,1997594,1035236,324628
2019,Puri,17,GEN,Orissa,Pinaki Misra,Biju Janata Dal,1500546,1135620,11714
2019,Purnia,12,GEN,Bihar,Santosh Kumar,Janata Dal (United),2055471,1153940,263461
2019,Purulia,35,GEN,West Bengal,Jyotirmay Singh Mahato,Bharatiya Janta Party,1761215,1355236,204732
2019,Purvi Champaran,3,GEN,Bihar,Radha Mohan Singh,Bharatiya Janta Party,1631187,999400,293648
2019,Rae Bareli,36,GEN,Uttar Pradesh,Sonia Gandhi,Indian National Congress,1628549,958556,167178
2019,Raichur,6,ST,Karnataka,Raja Amareshwara Naik,Bharatiya Janta Party,1896652,1124385,117716
2019,Raigad,32,GEN,Maharashtra,Tatkare Sunil Dattatray,Nationalist Congress Party,1598012,1025467,31438
2019,Raiganj,5,GEN,West Bengal,Debasree Chaudhuri,Bharatiya Janta Party,1531944,1277109,60574
2019,Raigarh,2,ST,Chhattisgarh,Gomati Sai,Bharatiya Janta Party,1714355,1350124,66027
2019,Raipur,8,GEN,Chhattisgarh,Sunil Kumar Soni,Bharatiya Janta Party,2046014,1396250,348238
2019,Rajahmundry,8,,Andhra Pradesh,Margani Bharat,Yuvajana Sramika Rythu Congress Party,1382260,1250427,121634
2019,Rajampet,24,,Andhra Pradesh,P.V.Midhun Reddy,Yuvajana Sramika Rythu Congress Party,1406762,1224354,268284
2019,Rajgarh,20,GEN,Madhya Pradesh,Rodmal Nagar,Bharatiya Janta Party,1649452,1260329,431019
2019,Rajkot,10,GEN,Gujarat,Kundaria Mohanbhai Kalyanjibhai,Bharatiya Janta Party,1839420,1195271,368407
2019,Rajmahal,1,ST,Jharkhand,Vijay Kumar Hansdak,Jharkhand Mukti Morcha,1422969,1047657,99195
2019,Rajnandgaon,6,GEN,Chhattisgarh,Santosh Pandey,Bharatiya Janta Party,1688647,1307033,111966
2019,Rajsamand,22,GEN,Rajasthan,Diya Kumari,Bharatiya Janta Party,1863749,1239845,551916
2019,Ramanathapuram,35,GEN,Tamil Nadu,K. Navaskani,Indian Union Muslim League,1553058,1066146,127122
2019,Rampur,7,GEN,Uttar Pradesh,Mohammad Azam Khan,Samajwadi Party,1658551,1060921,109997
2019,Ramtek,9,SC,Maharashtra,Krupal Balaji Tumane,Shiv Sena,1818912,1196744,126783
2019,Ranaghat,13,SC,West Bengal,Jagannath Sarkar,Bharatiya Janta Party,1974979,1484035,233428
2019,Ranchi,8,GEN,Jharkhand,Sanjay Seth,Bharatiya Janta Party,1827355,1235441,283026
2019,Ratlam,24,ST,Madhya Pradesh,Guman Singh Damor,Bharatiya Janta Party,1802722,1400509,90636
2019,Ratnagiri - Si,46,GEN,Maharashtra,Vinayak Raut,Shiv Sena,1393965,901102,178322
2019,Raver,4,GEN,Maharashtra,Khadse Raksha Nikhil,Bharatiya Janta Party,1707838,1092971,335882
2019,Rewa,10,GEN,Madhya Pradesh,Janardan Mishra,Bharatiya Janta Party,1628121,1013251,312807
2019,Robertsganj,80,SC,Uttar Pradesh,Pakauri Lal Kol,Apna Dal (Soneylal),1672073,988287,54336
2019,Rohtak,7,GEN,Haryana,Arvind Kumar Sharma,Bharatiya Janta Party,1638605,1220571,7503
2019,Sabarkantha,5,GEN,Gujarat,Rathod Dipsinh Shankarsinh,Bharatiya Janta Party,1695262,1218354,268987
2019,Sagar,5,GEN,Madhya Pradesh,Rajbahadur Singh,Bharatiya Janta Party,1550731,1037175,305542
2019,Saharanpur,1,GEN,Uttar Pradesh,Haji Fazlur Rehman,Bahujan Samaj Party,1677662,1231746,22417
2019,Salem,15,GEN,Tamil Nadu,Parthiban.S.R,Dravida Munetra Kazhagam,1580013,1255459,146926
2019,Salempur,71,GEN,Uttar Pradesh,Ravinder,Bharatiya Janta Party,1652927,921066,112477
2019,Samastipur,23,SC,Bihar,Ramchandra Paswan,Lok Jan Shakti Party,1655671,1019025,251643
2019,Sambalpur,3,GEN,Orissa,Nitesh Ganga Deb,Bharatiya Janta Party,1399694,1124455,9162
2019,Sambhal,8,GEN,Uttar Pradesh,Dr. Shafiqur Rehman Barq,Samajwadi Party,1782261,1183469,174826
2019,Sangli,44,GEN,Maharashtra,Sanjaykaka Patil,Bharatiya Janta Party,1424936,1189958,164352
2019,Sangrur,12,GEN,Punjab,Bhagwant Mann,Aam Aadmi Party,1501950,1105888,110211
2019,Sant Kabir Nag,62,GEN,Uttar Pradesh,Praveen Kumar Nishad,Bharatiya Janta Party,1935219,1063390,35749
2019,Saran,20,GEN,Bihar,Rajiv Pratap Rudy,Bharatiya Janta Party,1655736,941656,138429
2019,Sarguja,1,ST,Chhattisgarh,Renuka Singh Saruta,Bharatiya Janta Party,1617451,1280689,157873
2019,Sasaram,34,SC,Bihar,Chhedi Paswan,Bharatiya Janta Party,1771935,974749,165745
2019,Satara,45,GEN,Maharashtra,Shrimant Chh. Udayanraje Pratapsinhmaharaj Bhonsle,Nationalist Congress Party,1753567,1115434,126528
2019,Satna,9,GEN,Madhya Pradesh,Ganesh Singh,Bharatiya Janta Party,1533662,1113656,231473
2019,Secundrabad,8,GEN,Telangana,G . Kishan Reddy,Bharatiya Janta Party,1890049,915106,62114
2019,Shahdol,12,ST,Madhya Pradesh,Himadri Singh,Bharatiya Janta Party,1626916,1237858,403333
2019,Shahjahanpur,27,SC,Uttar Pradesh,Arun Kumar Sagar,Bharatiya Janta Party,2013411,1186157,268418
