Year,PC Name,PC No,Type,State,Winning Candidate,Party,Electors,Votes,Margin
2004,Jangipur,8,GEN,West Bengal,Pranab Mukherjee,Indian National Congress,1082151,881248,36860
2004,Janjgir,3,SC,Chhattisgarh,Karuna Shukla,Bharatiya Janta Party,1374418,717350,11329
2004,Jaunpur,44,GEN,Uttar Pradesh,Parasnath Yadava,Samajwadi Party,1515676,714077,27125
2004,Jhabua,28,GEN,Madhya Pradesh,Kantilal Bhuria,Indian National Congress,1290101,628135,80282
2004,Jhalawar,15,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,1188576,567172,81579
2004,Jhanjharpur,14,GEN,Bihar,Devendra Prasad Yadav,Rashtriya Janata Dal,1163817,704243,12835
2004,Jhansi,57,GEN,Uttar Pradesh,Chandrapal Singh Yadav,Samajwadi Party,1526320,819636,26299
2004,Jhargram,33,ST,West Bengal,Rupchand Murmu,Communist Party Of India (MARXIST),1029496,793099,351343
2004,Jhunjhunu,4,GEN,Rajasthan,Shish Ram Ola,Indian National Congress,1370602,679614,23355
2004,Jodhpur,24,GEN,Rajasthan,Jaswant Singh Bishnoi,Bharatiya Janta Party,1572050,863578,42495
2004,Jorhat,12,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,1078149,667973,51292
2004,Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,1136859,806749,230521
2004,Jullundur,4,SC,Punjab,Rana Gurjeet Singh,Indian National Congress,1221443,742475,33463
2004,Junagadh,6,GEN,Gujarat,Barad Jasubhai Dhanabhai,Indian National Congress,1239398,658280,40921
2004,Kaira,19,ST,Gujarat,Dinsha Patel,Indian National Congress,1146245,450808,56749
2004,Kairana,79,GEN,Uttar Pradesh,Anuradha Choudhary,Rashtriya Lok Dal,1220829,816700,342414
2004,Kaiserganj,26,GEN,Uttar Pradesh,Beni Prasad Verma,Samajwadi Party,1272807,569938,12660
2004,Kakinada,7,GEN,Andhra Pradesh,Mallipudi Mangapati Pallam Raju,Indian National Congress,1164984,832052,57252
2004,Kalahandi,14,GEN,Orissa,Bikram Keshari Deo,Bharatiya Janta Party,1132680,753897,34122
2004,Kaliabor,11,GEN,Assam,Dip Gogoi,Indian National Congress,1153483,763617,67198
2004,Kanakapura,11,GEN,Karnataka,Tejashwini See Ramesh,Indian National Congress,2695484,1551189,116663
2004,Kanara,22,SC,Karnataka,Ananthkumar Hegde,Bharatiya Janta Party,1207373,832123,172226
2004,Kangra,3,GEN,Himachal Pradesh,Chander Kumar,Indian National Congress,1033686,640345,17791
2004,Kanker,8,GEN,Chhattisgarh,Sohan Potai,Bharatiya Janta Party,1152128,553195,73626
2004,Kannauj,63,GEN,Uttar Pradesh,Akhilesh Yadav,Samajwadi Party,1346673,759336,307373
2004,Kanpur,61,GEN,Uttar Pradesh,Shriprakash Jaiswal,Indian National Congress,1427231,618698,5638
2004,Kapadvanj,16,GEN,Gujarat,Vaghela Shankersinh Laxmansinh,Indian National Congress,1265350,595296,79435
2004,Karad,45,GEN,Maharashtra,Patil Shriniwas Dadasaheb,Nationalist Congress Party,1181744,713822,196730
2004,Karimganj,1,SC,Assam,Lalit Mohan Suklabaidya,Indian National Congress,979105,671065,91948
2004,Karimnagar,37,GEN,Andhra Pradesh,K. Chandra Shakher Rao,Telangana Rashtra Samithi,1344786,874367,131168
2004,Karnal,3,SC,Haryana,Arvind Kumar Sharma,Indian National Congress,1240344,818605,164762
2004,Karol Bagh,7,GEN,Delhi,Krishna Tirath,Indian National Congress,505236,249184,37629
2004,Karur,26,GEN,Tamil Nadu,"Palanisamy, K. C.",Dravida Munetra Kazhagam,1069359,742800,190876
2004,Kasaragod,1,GEN,Kerala,P. Karunakaran,Communist Party Of India (MARXIST),1160134,898746,108256
2004,Katihar,25,GEN,Bihar,Nikhil Kumar Choudhary,Bharatiya Janta Party,1158042,704422,2565
2004,Katwa,40,GEN,West Bengal,Mahboob Zahedi,Communist Party Of India (MARXIST),1169525,963689,143349
2004,Kendrapara,5,ST,Orissa,Archana Nayak,Biju Janata Dal,1186834,836194,86843
2004,Keonjhar,21,ST,Orissa,Ananta Nayak,Bharatiya Janta Party,1183472,814619,49209
2004,Khagaria,28,GEN,Bihar,Rabindra Ku. Rana,Rashtriya Janata Dal,1196971,675969,67123
2004,Khajuraho,6,SC,Madhya Pradesh,"Dr. Ramkrishna Kushmariya "" Baba Jee """,Bharatiya Janta Party,1552876,771830,111781
2004,Khalilabad,32,SC,Uttar Pradesh,Bhalchandra Yadava,Bahujan Samaj Party,1397045,700982,27023
2004,Khammam,40,GEN,Andhra Pradesh,Renuka Chowdhury,Indian National Congress,1298614,1020523,108888
2004,Khandwa,23,GEN,Madhya Pradesh,Nand Kumar Singh Chauhan ( NANDU BHAIYA),Bharatiya Janta Party,1217726,605099,102737
2004,Khargone,24,ST,Madhya Pradesh,Krishna Murari Moghe,Bharatiya Janta Party,1287299,651747,58617
2004,Khed,41,SC,Maharashtra,Adhalarao Patil Shivajirao,Shiv Sena,1319319,731759,20810
2004,Kheri,11,GEN,Uttar Pradesh,Ravi Prakash Verma,Samajwadi Party,1437563,706706,11760
2004,Khunti,11,ST,Jharkhand,Sushila Kerketta,Indian National Congress,904846,490772,51226
2004,Khurja,73,GEN,Uttar Pradesh,Ashok Kumar Pradhan,Bharatiya Janta Party,1457828,601160,41150
2004,Kishanganj,23,SC,Bihar,Taslimuddin,Rashtriya Janata Dal,1278476,813315,160497
2004,Kodarma,5,GEN,Jharkhand,Babulal Marandi,Bharatiya Janta Party,1325734,825697,154944
2004,Kokrajhar,5,ST,Assam,Sansuma Khunggur Bwiswmuthiary,Independent,1216553,966915,484129
2004,Kolaba,3,GEN,Maharashtra,Barrister A. R. Antulay,Indian National Congress,1250272,791940,31870
2004,Kolar,10,GEN,Karnataka,K.H. Muniyappa,Indian National Congress,1262765,907296,11635
2004,Kolhapur,48,GEN,Maharashtra,Mandlik Sadashivrao Dadoba,Nationalist Congress Party,1162212,811534,14753
2004,Kopargaon,40,GEN,Maharashtra,E. V. Alias Balasaheb Vikhe Patil,Indian National Congress,1077519,666950,87331
2004,Koppal,4,SC,Karnataka,K. Virupaxappa,Indian National Congress,1413496,892586,43623
2004,Koraput,12,ST,Orissa,Giridhar Gamang,Indian National Congress,1139590,735544,43267
2004,Kota,14,GEN,Rajasthan,Raghuveer Singh Koshal,Bharatiya Janta Party,1327073,578740,71778
2004,Kottayam,13,GEN,Kerala,K. Suresh Kurup,Communist Party Of India (MARXIST),963886,703486,42914
2004,Krishnagar,11,GEN,West Bengal,Jyotirmoyee Sikdar,Communist Party Of India (MARXIST),1117441,924304,20387
2004,Krishnagiri,14,GEN,Tamil Nadu,Sugavanam. E. G,Dravida Munetra Kazhagam,1252580,737744,119222
2004,Kurnool,26,GEN,Andhra Pradesh,Kotla Jayasurya Prakasha Reddy,Indian National Congress,1310724,818316,101098
2004,Kurukshetra,2,GEN,Haryana,Naveen Jindal,Indian National Congress,1161933,850680,160190
2004,Kutch,1,SC,Gujarat,Gadhavi Pushpadan Shambhudan,Bharatiya Janta Party,1006563,458980,28990
2004,Ladakh,4,GEN,Jammu & Kashmir,Thupstan Chhewang,Independent,175768,127813,25713
2004,Lakhimpur,14,GEN,Assam,Dr. Arun Kumar Sarmah,Asom Gana Parisad,1126632,800101,28148
2004,Lakshadweep,1,ST,Lakshadweep,Dr. P. Pookunhikoya,Janata Dal (United),39033,31820,71
2004,Lalganj,42,GEN,Uttar Pradesh,Daroga Prasad Saroj,Samajwadi Party,1558349,763526,42731
2004,Latur,35,GEN,Maharashtra,Patil Rupatai Diliprao Nilangekar,Bharatiya Janta Party,1293202,820746,30891
2004,Lohardaga,12,ST,Jharkhand,Rameshwar Oraon,Indian National Congress,906666,467336,90255
2004,Lucknow,16,SC,Uttar Pradesh,Atal Bihari Vajpayee,Bharatiya Janta Party,1639922,578501,218375
2004,Ludhiana,9,SC,Punjab,Sharanjit Singh Dhillon,Shiromani Akali Dal,1560468,869922,29540
2004,Machhlishahr,43,GEN,Uttar Pradesh,Umakant Yadav,Bahujan Samaj Party,1474056,676977,55382
2004,Machilipatnam,12,GEN,Andhra Pradesh,Badiga Ramakrishna,Indian National Congress,993370,752413,50341
2004,Madhepura,21,SC,Bihar,Lalu Prasad,Rashtriya Janata Dal,1187490,695657,69987
2004,Madhubani,13,GEN,Bihar,Dr. Shakeel Ahmad,Indian National Congress,1257633,695136,87079
2004,Madras Central,2,GEN,Tamil Nadu,Dayanidhi Maran,Dravida Munetra Kazhagam,1045260,512784,134178
2004,Madras North,1,SC,Tamil Nadu,Kuppusami. C,Dravida Munetra Kazhagam,2000866,915786,253539
2004,Madras South,3,GEN,Tamil Nadu,"Baalu, T. R.",Dravida Munetra Kazhagam,1949904,934936,220740
2004,Madurai,24,GEN,Tamil Nadu,"Mohan, P.",Communist Party Of India (MARXIST),1344023,738136,132840
2004,Mahabubnagar,29,GEN,Andhra Pradesh,Devarakonda Vittal Rao,Indian National Congress,1365922,866243,47907
2004,Maharajganj,35,GEN,Uttar Pradesh,Pankaj Choudhary,Bharatiya Janta Party,1311205,746614,64799
2004,Maharajganj,6,GEN,Bihar,Prabhunath Singh,Janata Dal (United),1114665,664381,46465
2004,Mahasamund,7,GEN,Chhattisgarh,Ajit Jogi,Indian National Congress,1169419,770599,118505
2004,Mahendragarh,7,GEN,Haryana,Inderjit Singh,Indian National Congress,1429015,848852,210341
2004,Mainpuri,65,GEN,Uttar Pradesh,Mulayam Singh Yadav,Samajwadi Party,1211002,719797,337870
2004,Malda,7,GEN,West Bengal,A. B. A. Ghani Khan Choudhury,Indian National Congress,1088411,844032,111108
2004,Malegaon,13,GEN,Maharashtra,Harischandra Devram Chavan,Bharatiya Janta Party,1222363,590436,4528
2004,Mandi,2,GEN,Himachal Pradesh,Pratibha Singh,Indian National Congress,1065083,665196,66566
2004,Mandla,13,GEN,Madhya Pradesh,Faggan Singh Kulaste,Bharatiya Janta Party,1095134,588178,64897
2004,Mandsaur,29,ST,Madhya Pradesh,Dr Laxminarayan Pandeya,Bharatiya Janta Party,1373890,776188,139633
2004,Mandvi,25,GEN,Gujarat,Chaudhary Tusharbhai Amarsinhbhai,Indian National Congress,1149161,644719,173382
2004,Mandya,14,GEN,Karnataka,Ambareesh M. H.,Indian National Congress,1198750,856067,124438
2004,Mangaldoi,8,GEN,Assam,Narayan Chandra Borkataky,Bharatiya Janta Party,1209839,848741,29866
2004,Mangalore,17,GEN,Karnataka,D. V. Sadananda Gowda,Bharatiya Janta Party,1101484,790204,33415
2004,Manjeri,5,GEN,Kerala,T. K. Hamza,Communist Party Of India (MARXIST),1262202,904535,47743
2004,Mathura,70,GEN,Uttar Pradesh,Manvendra Singh,Indian National Congress,1277346,601855,38132
2004,Mathurapur,16,GEN,West Bengal,Basudeb Barman,Communist Party Of India (MARXIST),1113351,905415,82028
2004,Mavelikara,16,SC,Kerala,C. S. Sujatha,Communist Party Of India (MARXIST),871592,642816,7414
2004,Mayiladuturai,29,SC,Tamil Nadu,Mani Shankar Aiyar,Indian National Congress,1022018,693551,195691
2004,Mayurbhanj,1,GEN,Orissa,Sudam Marndi,Jharkhand Mukti Morcha,990544,695815,7972
2004,Medak,33,GEN,Andhra Pradesh,A. Narendra,Telangana Rashtra Samithi,1259126,899374,123766
2004,Meerut,76,GEN,Uttar Pradesh,Mohd. Shahid,Bahujan Samaj Party,1329974,697471,69336
2004,Mehsana,12,GEN,Gujarat,Jivabhai Ambalal Patel,Indian National Congress,1236066,695357,14511
2004,Midnapore,32,GEN,West Bengal,Prabodh Panda,Communist Party Of India,1152887,905208,160760
2004,Miryalguda,42,GEN,Andhra Pradesh,Jaipal Reddy Sudini,Indian National Congress,1289342,961408,216907
2004,Mirzapur,50,SC,Uttar Pradesh,Narendra Kumar Kushwaha,Bahujan Samaj Party,1630287,728003,36412
2004,Misrikh,14,SC,Uttar Pradesh,Ashok Kumar Rawat,Bahujan Samaj Party,1234107,551699,19403
2004,Mizoram,1,ST,Mizoram,Vanlalzawma,Mizo National Front,549959,345372,23694
2004,Mohanlalganj,17,GEN,Uttar Pradesh,Jai Prakash,Samajwadi Party,1278376,571848,2568
2004,Monghyr,29,GEN,Bihar,Jay Prakash Narayan Yadav,Rashtriya Janata Dal,1310042,838209,115927
2004,Moradabad,3,GEN,Uttar Pradesh,Dr. Shafiqurrahman Barq,Samajwadi Party,1353266,655173,35840
2004,Morena,1,GEN,Madhya Pradesh,Ashok Chhaviram Argal,Bharatiya Janta Party,1434889,486871,147320
2004,Mormugao,2,GEN,Goa,Alemao Churchil Braz,Indian National Congress,515504,297186,50524
2004,Motihari,3,GEN,Bihar,Akhiles Prasad Singh,Rashtriya Janata Dal,1221716,679070,97024
2004,Mukundapuram,10,GEN,Kerala,Lonappan Nambadan,Communist Party Of India (MARXIST),1024150,721958,117097
2004,Mumbai North,9,SC,Maharashtra,Govinda,Indian National Congress,2377866,1119246,48271
2004,Mumbai North Central,6,GEN,Maharashtra,Eknath M. Gaikwad,Indian National Congress,1117487,514561,13329
2004,Mumbai North East,7,SC,Maharashtra,Ad. Kamat Gurudas Vasant,Indian National Congress,1974560,925623,99400
2004,Mumbai North West,8,GEN,Maharashtra,Dutt Priya Sunil,Indian National Congress,1515745,747677,47358
2004,Mumbai South,4,GEN,Maharashtra,Milind Murli Deora,Indian National Congress,620431,274343,10246
2004,Mumbai South Central,5,GEN,Maharashtra,Mohan Rawale,Shiv Sena,704452,347937,22188
2004,Murshidabad,9,GEN,West Bengal,Abdul Mannan Hossain,Indian National Congress,1197170,1003469,15480
2004,Muvattupuzha,12,GEN,Kerala,P. C. Thomas (PULLOLIL),Indian Federal Democratic Party,984053,744192,529
2004,Muzaffarnagar,78,GEN,Uttar Pradesh,Ch. Munawwar Hasan,Samajwadi Party,1521778,862387,69005
2004,Muzaffarpur,10,GEN,Bihar,George Fernandes,Janata Dal (United),1237345,783974,9693
2004,Mysore,16,GEN,Karnataka,C. H. Vijayashankar,Bharatiya Janta Party,1478718,957108,10150
2004,Nabadwip,12,GEN,West Bengal,Alakesh Das,Communist Party Of India (MARXIST),1389486,1171667,9991
2004,Nagaland,1,ST,Nagaland,W. Wangyuh,Nagaland Peoples Front,1041433,951684,452019
2004,Nagapattinam,30,GEN,Tamil Nadu,"Vijayan, A. K. S.",Dravida Munetra Kazhagam,1049004,749483,216223
2004,Nagarkurnool,28,SC,Andhra Pradesh,Dr.Manda Jagannath,Telugu Desam,1296544,882624,99650
2004,Nagaur,25,GEN,Rajasthan,Bhanwar Singh Dangawas,Bharatiya Janta Party,1436070,630118,70627
2004,Nagercoil,39,GEN,Tamil Nadu,Bellarmin. A. V.,Communist Party Of India (MARXIST),1110014,670197,164294
2004,Nagpur,23,GEN,Maharashtra,Vilasrao Baburaoji Muttemwar,Indian National Congress,1630894,792180,99483
2004,Nainital,4,GEN,Uttarakhand,K. C. Singh Baba,Indian National Congress,1261688,616560,49184
2004,Nalanda,31,GEN,Bihar,Nitish Kumar,Janata Dal (United),1311971,895089,102396
2004,Nalgonda,41,GEN,Andhra Pradesh,Suravaram Sudhakar Reddy,Communist Party Of India,1605163,1046908,56151
2004,Nanded,30,GEN,Maharashtra,D. B. Patil,Bharatiya Janta Party,1445611,798771,24335
2004,Nandurbar,15,GEN,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,1218524,639614,107621
2004,Nandyal,27,GEN,Andhra Pradesh,S. P. Y. Reddy,Indian National Congress,1182240,828724,111679
2004,Narasapur,10,GEN,Andhra Pradesh,Chegondi Venkata Harirama Jogaiah,Indian National Congress,996175,765772,64412
2004,Narasaraopet,17,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Indian National Congress,1255040,897889,86255
2004,Nashik,12,ST,Maharashtra,Pingale Devidas Anandrao,Nationalist Congress Party,1522672,656071,15058
2004,Nawada,39,GEN,Bihar,Virchandra Paswan,Rashtriya Janata Dal,1505472,1009961,56006
2004,Nellore,19,SC,Andhra Pradesh,Panabaka Lakshmi,Indian National Congress,1153181,833825,128224
2004,New Delhi,1,GEN,Delhi,Ajay Makan,Indian National Congress,455114,202926,12784
2004,Nilgiris,18,GEN,Tamil Nadu,Prabhu R.,Indian National Congress,1317502,778708,236502
2004,Nizamabad,34,GEN,Andhra Pradesh,Madhu Yakshi Goud,Indian National Congress,1128312,781638,137871
2004,Nowgong,10,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,1149244,785885,31412
2004,Nowrangpur,13,GEN,Orissa,Parsuram Majhi,Bharatiya Janta Party,1161159,781346,24890
2004,Ongole,18,GEN,Andhra Pradesh,Sreenivasulu Reddy Magunta,Indian National Congress,1063995,795544,106021
2004,Osmanabad,36,GEN,Maharashtra,Narhire Kalpana Ramesh,Shiv Sena,1072645,637182,1649
2004,Ottapalam,8,GEN,Kerala,S. Ajaya Kumar,Communist Party Of India (MARXIST),1092142,805485,70410
2004,Outer Delhi,3,GEN,Delhi,Sajjan Kumar,Indian National Congress,3368399,1553813,223790
2004,Outer Manipur,2,ST,Manipur,Mani Charenamei,Independent,795792,618984,82193
2004,Padrauna,36,GEN,Uttar Pradesh,Baleshwar Yadav,National Loktantrik Party,1501706,790041,8422
2004,Palamau,13,SC,Jharkhand,Manoj Kumar,Rashtriya Janata Dal,1289313,641524,55144
2004,Palani,22,GEN,Tamil Nadu,"Kharventhan, S. K.",Indian National Congress,1088931,693929,231493
2004,Palghat,7,GEN,Kerala,N. N. Krishnadas,Communist Party Of India (MARXIST),1113144,818860,98158
2004,Pali,21,GEN,Rajasthan,Pusp Jain,Bharatiya Janta Party,1195737,541923,63238
2004,Panaji,1,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,425663,253904,56213
2004,Pandharpur,38,SC,Maharashtra,Athawale Ramdas Bandu,Republican Party Of India (A),1294407,688282,99693
2004,Panskura,29,SC,West Bengal,Gurudas Das Gupta,Communist Party Of India,1061186,871449,279478
2004,Parbhani,31,GEN,Maharashtra,Tukaram Ganpatrao Renge Patil,Shiv Sena,1155668,675417,56171
2004,Parvathipuram,2,ST,Andhra Pradesh,Kishore Chandra Suryanarayana Deo Vyricherla,Indian National Congress,896336,660212,7418
2004,Patan,13,GEN,Gujarat,Kanodia Maheshkumar Mithabhai,Bharatiya Janta Party,1132998,538059,23624
2004,Patiala,8,SC,Punjab,Preneet Kaur,Indian National Congress,1427103,874971,23667
2004,Patna,32,GEN,Bihar,Ram Kripal Yadav,Rashtriya Janata Dal,1741220,901556,38562
2004,Peddapalli,36,SC,Andhra Pradesh,G. Venkat Swamy,Indian National Congress,1386543,938802,263135
2004,Perambalur,28,GEN,Tamil Nadu,"Raja, A.",Dravida Munetra Kazhagam,999508,705964,153333
2004,Periyakulam,25,GEN,Tamil Nadu,Aaron Rashid J. M.,Indian National Congress,1056853,697773,21155
2004,Phillaur,5,SC,Punjab,Charanjit Singh Atwal,Shiromani Akali Dal,1181507,722533,98884
2004,Phulbani,15,GEN,Orissa,Sugrib Singh,Biju Janata Dal,1183731,787239,19272
2004,Phulpur,51,GEN,Uttar Pradesh,Atique Ahamad,Samajwadi Party,1409517,755173,64347
2004,Pilibhit,9,GEN,Uttar Pradesh,Maneka Gandhi,Bharatiya Janta Party,1285919,677095,102720
2004,Pollachi,21,GEN,Tamil Nadu,"Krishnan, Dr. C",Marumalarchi Dravida Munnetra Kazhagam,1039279,641158,120921
2004,Pondicherry,1,GEN,Pondicherry,Ramadass. M.,Pattali Makkal Katchi,636667,484316,69181
2004,Ponnani,6,GEN,Kerala,E. Ahammed,Muslim League Kerala State Committee,1172057,729438,102758
2004,Porbandar,5,GEN,Gujarat,Patel Harilal Madhavjibhai (HARIBHAI PATEL),Bharatiya Janta Party,995027,490331,5703
2004,Pratapgarh,20,GEN,Uttar Pradesh,"Akshay Pratap Singh ""gopal Ji""",Samajwadi Party,1332216,572666,69272
2004,Pudukkottai,32,GEN,Tamil Nadu,"Regupathy, S.",Dravida Munetra Kazhagam,1234949,817046,156496
2004,Pune,42,SC,Maharashtra,Kalmadi Suresh,Indian National Congress,1608614,768826,73176
2004,Puri,8,SC,Orissa,Braja Kishore Tripathy,Biju Janata Dal,1288034,888907,60960
2004,Purnea,24,GEN,Bihar,Uday Singh Alias Pappu Singh,Bharatiya Janta Party,1179491,709015,12883
2004,Purulia,34,GEN,West Bengal,Bir Singh Mahato,All India Forward Bloc,992438,694449,145718
2004,Quilon,18,GEN,Kerala,P. Rajendran,Communist Party Of India (MARXIST),1031593,702390,111071
2004,Rae Bareli,19,GEN,Uttar Pradesh,Sonia Gandhi,Indian National Congress,1329169,643560,249765
2004,Raichur,3,GEN,Karnataka,A.Venkatesh Naik,Indian National Congress,1413018,824732,508
2004,Raiganj,5,GEN,West Bengal,Priya Ranjan Dasmunsi,Indian National Congress,1147290,913637,39147
2004,Raigarh,2,ST,Chhattisgarh,Vishnudeo Sai,Bharatiya Janta Party,1038634,648290,74243
2004,Raipur,6,GEN,Chhattisgarh,Ramesh Bais,Bharatiya Janta Party,1370242,689427,129519
2004,Rajahmundry,8,GEN,Andhra Pradesh,Aruna Kumar Vundavalli,Indian National Congress,1074223,815493,148820
2004,Rajampet,22,GEN,Andhra Pradesh,Annayyagari Sai Prathap,Indian National Congress,991369,688887,78085
2004,Rajapur,1,ST,Maharashtra,Suresh Prabhu,Shiv Sena,835714,480243,80899
2004,Rajgarh,21,SC,Madhya Pradesh,Lakshman Singh,Bharatiya Janta Party,1278429,598956,36712
2004,Rajkot,4,GEN,Gujarat,Dr. Kathiria Vallabhbhai Ramjibhai,Bharatiya Janta Party,1650135,538380,143970
2004,Rajmahal,1,ST,Jharkhand,Hemlal Murmu,Jharkhand Mukti Morcha,1072040,691116,2974
2004,Rajnandgaon,11,ST,Chhattisgarh,Pradeep Gandhi,Bharatiya Janta Party,1121618,664445,14323
2004,Ramanathapuram,34,GEN,Tamil Nadu,Bhavani Rajenthiran. M. S. K.,Dravida Munetra Kazhagam,1147726,672447,109950
2004,Rampur,4,GEN,Uttar Pradesh,P. Jaya Prada Nahata,Samajwadi Party,1420598,811098,85474
2004,Ramtek,22,ST,Maharashtra,Mohite Subodh Baburao,Shiv Sena,1148759,647268,14102
2004,Ranchi,8,GEN,Jharkhand,Subodh Kant Sahay,Indian National Congress,1379179,696342,15421
2004,Rasipuram,15,GEN,Tamil Nadu,Rani. K,Indian National Congress,1132426,693014,134533
2004,Ratnagiri,2,GEN,Maharashtra,Anant Geete,Shiv Sena,914770,560620,148968
2004,Rewa,9,GEN,Madhya Pradesh,Chandramani Tripathi,Bharatiya Janta Party,1461014,630281,44752
2004,Robertsganj,49,GEN,Uttar Pradesh,Lalchandra,Bahujan Samaj Party,1661132,724797,10362
2004,Rohtak,5,GEN,Haryana,Bhupinder Singh,Indian National Congress,1055610,661641,150435
2004,Ropar,7,GEN,Punjab,Sukhdev Singh Libra,Shiromani Akali Dal,1345244,790206,33637
2004,Rosera,16,GEN,Bihar,Ram Chandra Paswan,Lok Jan Shakti Party,1245733,713782,138411
2004,Sabarkantha,15,GEN,Gujarat,Madhusudan Mistry,Indian National Congress,1272262,654380,39928
2004,Sagar,5,GEN,Madhya Pradesh,Virendra Kumar,Bharatiya Janta Party,1250751,479246,147991
2004,Saharanpur,80,SC,Uttar Pradesh,Rasheed Masood,Samajwadi Party,1566135,990397,26828
2004,Saharsa,20,GEN,Bihar,Ranjeet Ranjan,Lok Jan Shakti Party,1287666,738272,30787
2004,Saidpur,45,SC,Uttar Pradesh,Tufani Saroj,Samajwadi Party,1535355,711286,29810
2004,Salem,16,GEN,Tamil Nadu,Thangkabalu K. V.,Indian National Congress,1251141,740252,175627
2004,Salempur,38,GEN,Uttar Pradesh,Harikeval Prasad,Samajwadi Party,1484606,669579,16253
2004,Salumber,17,GEN,Rajasthan,Mahaveer Bhagora,Bharatiya Janta Party,1279337,628768,24774
2004,Samastipur,17,SC,Bihar,Alok Kumar Mehta,Rashtriya Janata Dal,1433793,864688,126783
2004,Sambalpur,17,GEN,Orissa,Prasanna Acharya,Biju Janata Dal,1242861,811674,14770
2004,Sambhal,5,SC,Uttar Pradesh,Pro. Ram Gopal Yadav,Samajwadi Party,1249017,759382,198061
